section,doc_id,topic_id,probability
uk,http://www.bbc.co.uk/news/uk-england-london-36278659,16,0.227887776726
uk,http://www.bbc.co.uk/news/uk-england-london-36282589,15,0.301168274613
health,http://www.bbc.co.uk/news/health-36278463,16,0.267152410223
business,http://www.bbc.co.uk/news/business-36283534,9,0.206165547866
science,http://www.bbc.co.uk/news/science-environment-36266692,14,0.166559732751
business,http://www.bbc.co.uk/news/business-36283536,7,0.173666509569
uk,http://www.bbc.co.uk/news/uk-36283138,16,0.105463572186
uk,http://www.bbc.co.uk/news/uk-england-36282010,7,0.168595473
entertainment,http://www.bbc.co.uk/news/entertainment-arts-36283159,11,0.239055916786
entertainment,http://www.bbc.co.uk/news/entertainment-arts-36267290,16,0.125290231723
business,http://www.bbc.co.uk/news/business-36283661,14,0.125764576714
science,http://www.bbc.co.uk/news/science-environment-36284496,19,0.151616482386
business,http://www.bbc.co.uk/news/business-36284194,11,0.143704026405
entertainment,http://www.bbc.co.uk/news/entertainment-arts-36284697,14,0.304415023478
uk,http://www.bbc.co.uk/news/uk-36284314,11,0.182931525647
tech,http://www.bbc.co.uk/news/technology-36284446,11,0.222368106798
uk,http://www.bbc.co.uk/news/uk-36284817,8,0.212290279168
uk,http://www.bbc.co.uk/news/uk-england-london-36284379,2,0.177501651115
entertainment,http://www.bbc.co.uk/news/entertainment-arts-36284528,2,0.189255763229
uk,http://www.bbc.co.uk/news/uk-england-36277162,0,0.160910606702
world,http://www.bbc.co.uk/news/world-36285523,19,0.254054758489
business,http://www.bbc.co.uk/news/business-36284549,14,0.144997428236
business,http://www.bbc.co.uk/news/business-36284952,0,0.320751801212
uk,http://www.bbc.co.uk/news/uk-36283543,11,0.126468147242
entertainment,http://www.bbc.co.uk/news/entertainment-arts-36284810,7,0.186396737279
business,http://www.bbc.co.uk/news/business-36202036,7,0.406604757981
uk,http://www.bbc.co.uk/news/uk-36284818,0,0.233699240633
health,http://www.bbc.co.uk/news/health-36286008,16,0.160264111574
tech,http://www.bbc.co.uk/news/technology-36285643,0,0.150462356066
business,http://www.bbc.co.uk/news/business-36284954,0,0.322962691365
tech,http://www.bbc.co.uk/news/technology-36286158,16,0.293105063481
science,http://www.bbc.co.uk/news/science-environment-36286633,0,0.120600157895
education,http://www.bbc.co.uk/news/education-36286060,17,0.116748447331
uk,http://www.bbc.co.uk/news/uk-36284529,0,0.215002378049
entertainment,http://www.bbc.co.uk/news/entertainment-arts-36279466,0,0.581173981995
science,http://www.bbc.co.uk/news/science-environment-36279682,16,0.213664761665
entertainment,http://www.bbc.co.uk/news/entertainment-arts-36285613,16,0.134659573896
uk,http://www.bbc.co.uk/news/uk-england-london-36286624,11,0.136713115185
health,http://www.bbc.co.uk/news/health-36288301,9,0.119265283931
uk,http://www.bbc.co.uk/news/uk-36287551,13,0.139126703329
education,http://www.bbc.co.uk/news/education-36284315,0,0.141244067525
business,http://www.bbc.co.uk/news/business-36285668,8,0.142275723896
entertainment,http://www.bbc.co.uk/news/entertainment-arts-36287691,15,0.172537444144
uk,http://www.bbc.co.uk/news/uk-england-london-36286629,19,0.104744652179
uk,http://www.bbc.co.uk/news/uk-36288384,16,0.318551186377
uk,http://www.bbc.co.uk/news/uk-england-london-36288146,11,0.231934554528
business,http://www.bbc.co.uk/news/business-36284200,16,0.137890158826
business,http://www.bbc.co.uk/news/business-36288382,0,0.420134080831
business,http://www.bbc.co.uk/news/business-36284724,15,0.18507892873
uk,http://www.bbc.co.uk/news/uk-england-36287701,11,0.131845191867
uk,http://www.bbc.co.uk/news/uk-36284532,0,0.2797816426
uk,http://www.bbc.co.uk/news/uk-36288463,15,0.204711276281
education,http://www.bbc.co.uk/news/education-36277836,15,0.119644109822
business,http://www.bbc.co.uk/news/business-36284551,8,0.165670605199
uk,http://www.bbc.co.uk/news/uk-36290010,7,0.22209176723
entertainment,http://www.bbc.co.uk/news/entertainment-arts-36284812,16,0.0968424742677
entertainment,http://www.bbc.co.uk/news/entertainment-arts-36284815,16,0.223497837327
uk,http://www.bbc.co.uk/news/uk-36287476,11,0.137878609
uk,http://www.bbc.co.uk/news/uk-36287041,17,0.160326190372
uk,http://www.bbc.co.uk/news/uk-36280501,11,0.128059648736
uk,http://www.bbc.co.uk/news/uk-england-36281843,0,0.122233601979
uk,http://www.bbc.co.uk/news/uk-england-london-36286632,7,0.180591129567
tech,http://www.bbc.co.uk/news/technology-36285651,18,0.16720603428
uk,http://www.bbc.co.uk/news/uk-england-36289417,15,0.201839237414
uk,http://www.bbc.co.uk/news/uk-36291184,9,0.219404560989
uk,http://www.bbc.co.uk/news/uk-england-36287828,15,0.202126948559
uk,http://www.bbc.co.uk/news/uk-36291183,17,0.272409870517
uk,http://www.bbc.co.uk/news/uk-36283552,15,0.159722095005
uk,http://www.bbc.co.uk/news/uk-england-london-36288148,6,0.110268411499
uk,http://www.bbc.co.uk/news/uk-england-36287449,15,0.21403872529
business,http://www.bbc.co.uk/news/business-36289715,0,0.177695694464
business,http://www.bbc.co.uk/news/business-36285049,0,0.122886415892
business,http://www.bbc.co.uk/news/business-36288341,19,0.135332987086
tech,http://www.bbc.co.uk/news/technology-36285648,16,0.123466987415
business,http://www.bbc.co.uk/news/business-36285754,19,0.108476269157
business,http://www.bbc.co.uk/news/business-36287031,16,0.0904313125504
uk,http://www.bbc.co.uk/news/uk-36291185,17,0.211772918125
entertainment,http://www.bbc.co.uk/news/entertainment-arts-36291925,18,0.170458939327
uk,http://www.bbc.co.uk/news/uk-36291186,15,0.242044954202
business,http://www.bbc.co.uk/news/business-36288443,16,0.178122352567
uk,http://www.bbc.co.uk/news/uk-england-london-36285513,16,0.193955751097
entertainment,http://www.bbc.co.uk/news/entertainment-arts-36291133,15,0.256858007169
uk,http://www.bbc.co.uk/news/uk-england-36256391,16,0.115487688365
entertainment,http://www.bbc.co.uk/news/entertainment-arts-36284814,11,0.136592665773
uk,http://www.bbc.co.uk/news/uk-36291822,0,0.309748551838
uk,http://www.bbc.co.uk/news/uk-36280987,14,0.192523242182
uk,http://www.bbc.co.uk/news/uk-england-36289017,0,0.171680123608
science,http://www.bbc.co.uk/news/science-environment-36286548,12,0.163952922076
entertainment,http://www.bbc.co.uk/news/entertainment-arts-36290015,14,0.381103471664
uk,http://www.bbc.co.uk/news/uk-36292479,0,0.131972638332
tech,http://www.bbc.co.uk/news/technology-36292481,0,0.199064276881
uk,http://www.bbc.co.uk/news/uk-england-london-36292654,9,0.159242436087
business,http://www.bbc.co.uk/news/business-36292480,16,0.31634745353
entertainment,http://www.bbc.co.uk/news/entertainment-arts-36291029,0,0.343268108566
world,http://www.bbc.co.uk/news/world-36292791,19,0.26003282285
education,http://www.bbc.co.uk/news/education-36292511,15,0.155866875645
uk,http://www.bbc.co.uk/news/uk-england-london-36292997,9,0.222064418153
uk,http://www.bbc.co.uk/news/uk-36292483,11,0.226565909437
tech,http://www.bbc.co.uk/news/technology-36292800,0,0.23549960571
uk,http://www.bbc.co.uk/news/uk-36292580,16,0.143433379516
uk,http://www.bbc.co.uk/news/uk-england-36293429,16,0.100991345933
uk,http://www.bbc.co.uk/news/uk-england-london-36294002,16,0.148280050809
uk,http://www.bbc.co.uk/news/uk-england-london-36292998,11,0.184107520958
entertainment,http://www.bbc.co.uk/news/entertainment-arts-36294973,14,0.387804168864
entertainment,http://www.bbc.co.uk/news/entertainment-arts-36294593,2,0.261412481565
uk,http://www.bbc.co.uk/news/uk-36295064,6,0.311901176821
uk,http://www.bbc.co.uk/news/uk-england-36130219,7,0.205786515688
entertainment,http://www.bbc.co.uk/news/entertainment-arts-36295341,14,0.265467335311
entertainment,http://www.bbc.co.uk/news/entertainment-arts-36295366,0,0.138209574056
uk,http://www.bbc.co.uk/news/uk-36295213,0,0.118339899338
uk,http://www.bbc.co.uk/news/uk-england-36246180,14,0.138357096674
entertainment,http://www.bbc.co.uk/news/entertainment-arts-36295491,14,0.372093438607
uk,http://www.bbc.co.uk/news/uk-36295497,13,0.159992693591
entertainment,http://www.bbc.co.uk/news/entertainment-arts-36295168,2,0.127674695887
uk,http://www.bbc.co.uk/news/uk-england-london-36295905,9,0.17489615785
world,http://www.bbc.co.uk/news/world-36295747,7,0.144665278782
business,http://www.bbc.co.uk/news/business-36295721,16,0.111444018403
entertainment,http://www.bbc.co.uk/news/entertainment-arts-36296764,14,0.247753310697
uk,http://www.bbc.co.uk/news/uk-england-36295912,14,0.124056315084
business,http://www.bbc.co.uk/news/business-36297009,0,0.145621367571
uk,http://www.bbc.co.uk/news/uk-england-36296827,16,0.138999791412
uk,http://www.bbc.co.uk/news/uk-36297586,16,0.247601522511
entertainment,http://www.bbc.co.uk/news/entertainment-arts-36297395,14,0.142668244261
uk,http://www.bbc.co.uk/news/uk-england-london-36290466,16,0.190944404259
uk,http://www.bbc.co.uk/news/uk-36297019,0,0.207932275038
uk,http://www.bbc.co.uk/news/uk-england-london-36295910,16,0.124992376581
uk,http://www.bbc.co.uk/news/uk-36297589,17,0.18391552755
uk,http://www.bbc.co.uk/news/uk-36297590,0,0.311389062903
uk,http://www.bbc.co.uk/news/uk-england-london-36295903,15,0.215236878096
uk,http://www.bbc.co.uk/news/uk-36299214,0,0.370132414412
business,http://www.bbc.co.uk/news/business-36255780,15,0.131128777
tech,http://www.bbc.co.uk/news/technology-36281608,15,0.0892152858252
entertainment,http://www.bbc.co.uk/news/entertainment-arts-36299473,15,0.155712311821
world,http://www.bbc.co.uk/news/world-36299541,12,0.154467874462
business,http://www.bbc.co.uk/news/business-36259625,0,0.263632157069
uk,http://www.bbc.co.uk/news/uk-36297605,15,0.149953551842
health,http://www.bbc.co.uk/news/health-36286016,7,0.13613359194
entertainment,http://www.bbc.co.uk/news/entertainment-arts-36300865,0,0.282073192815
business,http://www.bbc.co.uk/news/business-36298587,16,0.105572048294
uk,http://www.bbc.co.uk/news/uk-36299925,11,0.18903256418
uk,http://www.bbc.co.uk/news/uk-36299926,9,0.253561824566
entertainment,http://www.bbc.co.uk/news/entertainment-arts-36300815,11,0.141324239762
uk,http://www.bbc.co.uk/news/uk-england-36300260,9,0.175829597186
business,http://www.bbc.co.uk/news/business-36299548,19,0.114890282949
uk,http://www.bbc.co.uk/news/uk-36300482,11,0.155912973291
entertainment,http://www.bbc.co.uk/news/entertainment-arts-36300821,7,0.180157370626
tech,http://www.bbc.co.uk/news/technology-36264905,16,0.213973873157
business,http://www.bbc.co.uk/news/business-36298591,9,0.131489163536
entertainment,http://www.bbc.co.uk/news/entertainment-arts-36299928,12,0.358187547614
entertainment,http://www.bbc.co.uk/news/entertainment-arts-36301915,0,0.13979196181
uk,http://www.bbc.co.uk/news/uk-england-london-36301894,9,0.133158016036
uk,http://www.bbc.co.uk/news/uk-36300094,0,0.335238674298
uk,http://www.bbc.co.uk/news/uk-36290311,0,0.208765082712
tech,http://www.bbc.co.uk/news/technology-36301904,0,0.124985323389
science,http://www.bbc.co.uk/news/science-environment-36302946,15,0.190233628875
business,http://www.bbc.co.uk/news/business-36301478,16,0.163439531357
uk,http://www.bbc.co.uk/news/uk-england-london-36302823,15,0.292012183905
uk,http://www.bbc.co.uk/news/uk-36300087,0,0.197646843096
health,http://www.bbc.co.uk/news/health-36288353,15,0.142748549032
uk,http://www.bbc.co.uk/news/uk-36300496,19,0.110064286784
uk,http://www.bbc.co.uk/news/uk-36300091,8,0.257685717563
