section,doc_id,topic_id,probability
business,http://www.bbc.co.uk/news/business-35763127,11,0.16125733897
world,http://www.bbc.co.uk/news/world-35780243,17,0.129040942416
business,http://www.bbc.co.uk/news/business-35767893,15,0.148409687264
business,http://www.bbc.co.uk/news/business-35749243,7,0.132625354224
tech,http://www.bbc.co.uk/news/technology-35752662,14,0.109751249264
tech,http://www.bbc.co.uk/news/technology-35780444,16,0.277252644287
business,http://www.bbc.co.uk/news/business-35780703,17,0.205009056945
entertainment,http://www.bbc.co.uk/news/entertainment-arts-35758809,15,0.0894857421935
health,http://www.bbc.co.uk/news/health-35775318,17,0.133524604306
health,http://www.bbc.co.uk/news/health-35778414,14,0.103148331741
science,http://www.bbc.co.uk/news/science-environment-35777927,15,0.100808720138
entertainment,http://www.bbc.co.uk/news/entertainment-arts-35778798,9,0.213988977677
business,http://www.bbc.co.uk/news/business-35774203,15,0.264508115699
entertainment,http://www.bbc.co.uk/news/entertainment-arts-35777586,15,0.163654179938
tech,http://www.bbc.co.uk/news/technology-35780442,14,0.117602425032
health,http://www.bbc.co.uk/news/health-35781958,11,0.1900153006
uk,http://www.bbc.co.uk/news/uk-england-35782025,8,0.215863809342
health,http://www.bbc.co.uk/news/health-35773030,17,0.119321551665
business,http://www.bbc.co.uk/news/business-35782231,1,0.168843955901
business,http://www.bbc.co.uk/news/business-35781494,11,0.157997350102
uk,http://www.bbc.co.uk/news/uk-35781959,15,0.208963372522
business,http://www.bbc.co.uk/news/business-35782031,7,0.138479103721
uk,http://www.bbc.co.uk/news/uk-35781965,16,0.252975754091
entertainment,http://www.bbc.co.uk/news/entertainment-arts-35783006,17,0.17840922881
tech,http://www.bbc.co.uk/news/technology-35783558,1,0.209387776744
uk,http://www.bbc.co.uk/news/uk-england-35767150,15,0.0974406000623
tech,http://www.bbc.co.uk/news/technology-35772241,14,0.140308081551
entertainment,http://www.bbc.co.uk/news/entertainment-arts-35780260,0,0.108299812582
business,http://www.bbc.co.uk/news/business-35782039,7,0.329177177923
entertainment,http://www.bbc.co.uk/news/entertainment-arts-35783922,14,0.116612854761
science,http://www.bbc.co.uk/news/science-environment-35783598,13,0.128520826784
tech,http://www.bbc.co.uk/news/technology-35782865,12,0.127991967675
education,http://www.bbc.co.uk/news/education-35783388,16,0.12198863286
tech,http://www.bbc.co.uk/news/technology-35782859,11,0.132872949615
uk,http://www.bbc.co.uk/news/uk-35786503,9,0.169829060908
uk,http://www.bbc.co.uk/news/uk-england-35160928,7,0.1102134374
uk,http://www.bbc.co.uk/news/uk-england-35775817,7,0.120393773062
uk,http://www.bbc.co.uk/news/uk-35781613,7,0.12351860899
tech,http://www.bbc.co.uk/news/technology-35787137,1,0.209618657171
business,http://www.bbc.co.uk/news/business-35787011,17,0.34458924524
business,http://www.bbc.co.uk/news/business-35744313,17,0.164806727598
health,http://www.bbc.co.uk/news/health-35786951,16,0.169788706428
uk,http://www.bbc.co.uk/news/uk-england-35782996,7,0.122350505578
world,http://www.bbc.co.uk/news/world-35785087,16,0.686387039981
uk,http://www.bbc.co.uk/news/uk-england-london-35783952,1,0.135858985486
entertainment,http://www.bbc.co.uk/news/entertainment-arts-35783928,16,0.143418019374
business,http://www.bbc.co.uk/news/business-35786538,11,0.128392293842
uk,http://www.bbc.co.uk/news/uk-35783475,11,0.0944641596138
uk,http://www.bbc.co.uk/news/uk-england-35787099,15,0.137582503129
business,http://www.bbc.co.uk/news/business-35785499,7,0.180784586608
tech,http://www.bbc.co.uk/news/technology-35787139,16,0.203335974944
business,http://www.bbc.co.uk/news/business-35787447,16,0.294101763127
health,http://www.bbc.co.uk/news/health-35783430,15,0.142530007465
business,http://www.bbc.co.uk/news/business-35782374,11,0.228223720541
entertainment,http://www.bbc.co.uk/news/entertainment-arts-34979273,14,0.189441707591
uk,http://www.bbc.co.uk/news/uk-england-35787975,11,0.18334745862
uk,http://www.bbc.co.uk/news/uk-35790099,13,0.224347195912
