section,doc_id,topic_id,probability
science,http://www.bbc.co.uk/news/science-environment-35208482,11,0.144731034131
business,http://www.bbc.co.uk/news/business-35152801,18,0.14293562689
uk,http://www.bbc.co.uk/news/uk-35208485,5,0.166732360169
tech,http://www.bbc.co.uk/news/technology-35204681,7,0.175573800635
business,http://www.bbc.co.uk/news/business-35208203,19,0.220032037718
health,http://www.bbc.co.uk/news/health-35199882,17,0.141455420379
business,http://www.bbc.co.uk/news/business-35201188,5,0.129659041501
world,http://www.bbc.co.uk/news/world-35205335,17,0.141107315773
uk,http://www.bbc.co.uk/news/uk-35208935,18,0.198339857671
uk,http://www.bbc.co.uk/news/uk-35208362,10,0.186065011385
business,http://www.bbc.co.uk/news/business-35209305,17,0.143050251596
uk,http://www.bbc.co.uk/news/uk-england-35204022,8,0.231600607886
tech,http://www.bbc.co.uk/news/technology-35209117,7,0.185346838995
uk,http://www.bbc.co.uk/news/uk-35209118,5,0.150451177566
uk,http://www.bbc.co.uk/news/uk-england-35208797,5,0.152640836434
world,http://www.bbc.co.uk/news/world-35205174,5,0.200736397639
entertainment,http://www.bbc.co.uk/news/entertainment-arts-35161295,19,0.271477352349
uk,http://www.bbc.co.uk/news/uk-england-35209457,7,0.135527517788
entertainment,http://www.bbc.co.uk/news/entertainment-arts-35209348,7,0.202920464335
science,http://www.bbc.co.uk/news/science-environment-35175504,18,0.136695716721
science,http://www.bbc.co.uk/news/science-environment-35171408,3,0.138931329403
world,http://www.bbc.co.uk/news/world-35209119,8,0.210750603924
entertainment,http://www.bbc.co.uk/news/entertainment-arts-35209648,9,0.125125175435
uk,http://www.bbc.co.uk/news/uk-35210006,17,0.116961090929
uk,http://www.bbc.co.uk/news/uk-35204869,17,0.122504852508
uk,http://www.bbc.co.uk/news/uk-35209368,5,0.157499820435
uk,http://www.bbc.co.uk/news/uk-england-35209929,9,0.172098641789
uk,http://www.bbc.co.uk/news/uk-england-34806490,7,0.179203819747
uk,http://www.bbc.co.uk/news/uk-35210208,17,0.151515000824
uk,http://www.bbc.co.uk/news/uk-35209123,18,0.17844287275
uk,http://www.bbc.co.uk/news/uk-35210007,5,0.157097156951
uk,http://www.bbc.co.uk/news/uk-england-35210037,18,0.181947661645
uk,http://www.bbc.co.uk/news/uk-35209597,7,0.247377410163
world,http://www.bbc.co.uk/news/world-35210527,5,0.252474735459
entertainment,http://www.bbc.co.uk/news/entertainment-arts-35210061,19,0.123559272954
health,http://www.bbc.co.uk/news/health-35210560,19,0.179768133312
uk,http://www.bbc.co.uk/news/uk-35210565,11,0.153763863915
entertainment,http://www.bbc.co.uk/news/entertainment-arts-35210812,19,0.191583963899
uk,http://www.bbc.co.uk/news/uk-england-35210519,18,0.152312187685
uk,http://www.bbc.co.uk/news/uk-35211024,19,0.197310840346
uk,http://www.bbc.co.uk/news/uk-35208934,11,0.202901504282
uk,http://www.bbc.co.uk/news/uk-england-london-35210617,8,0.164509748208
tech,http://www.bbc.co.uk/news/technology-35192737,11,0.256970205677
uk,http://www.bbc.co.uk/news/uk-england-35211366,11,0.326391164512
business,http://www.bbc.co.uk/news/business-35201197,5,0.131739650341
uk,http://www.bbc.co.uk/news/uk-35208594,5,0.242259833026
tech,http://www.bbc.co.uk/news/technology-35156021,19,0.308592070181
tech,http://www.bbc.co.uk/news/technology-35208710,19,0.143196338914
tech,http://www.bbc.co.uk/news/technology-35204679,5,0.181180921795
tech,http://www.bbc.co.uk/news/technology-35156023,19,0.23248903233
tech,http://www.bbc.co.uk/news/technology-35204680,8,0.22291295453
business,http://www.bbc.co.uk/news/business-35209136,19,0.194412704606
entertainment,http://www.bbc.co.uk/news/entertainment-arts-35153999,9,0.258302520938
uk,http://www.bbc.co.uk/news/uk-35212696,18,0.1244424712
uk,http://www.bbc.co.uk/news/uk-35211341,7,0.131943974663
entertainment,http://www.bbc.co.uk/news/entertainment-arts-35213152,18,0.19529336489
uk,http://www.bbc.co.uk/news/uk-35213153,5,0.165790872055
